TAZ,commercial_commercial,commercial_resident,commercial_industrial,commercial_public,commercial_transport,commercial_other,resident_commercial,resident_resident,resident_industrial,resident_public,resident_transport,resident_other,industrial_commercial,industrial_resident,industrial_industrial,industrial_public,industrial_transport,industrial_other,public_commercial,public_resident,public_industrial,public_public,public_transport,public_other,transport_commercial,transport_resident,transport_industrial,transport_public,transport_transport,transport_other,other_commercial,other_resident,other_industrial,other_public,other_transport,other_other
4375,6.0,1.0,1.0,2.0,3.0,4.0,3.0,7.0,1.0,3.0,1.0,1.0,0.0,2.0,8.0,3.0,1.0,3.0,4.0,2.0,0.0,13.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,8.0
4376,10.0,3.0,0.0,2.0,0.0,0.0,2.0,12.0,1.0,3.0,2.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,4.0,1.0,10.0,1.0,3.0,3.0,1.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,13.0
4377,6.0,0.0,3.0,2.0,1.0,5.0,3.0,6.0,2.0,1.0,3.0,1.0,3.0,2.0,10.0,4.0,1.0,0.0,3.0,2.0,3.0,6.0,0.0,0.0,3.0,0.0,2.0,3.0,7.0,4.0,3.0,3.0,5.0,6.0,2.0,12.0
4378,11.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,0.0,4.0,4.0,2.0,2.0,5.0,5.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,3.0,3.0,3.0,1.0,1.0,8.0
4379,9.0,1.0,2.0,1.0,1.0,5.0,1.0,11.0,3.0,4.0,2.0,4.0,2.0,2.0,6.0,6.0,2.0,1.0,1.0,6.0,4.0,7.0,0.0,0.0,5.0,0.0,0.0,4.0,6.0,4.0,2.0,0.0,5.0,3.0,0.0,13.0
4380,11.0,4.0,2.0,0.0,1.0,0.0,3.0,7.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,6.0,1.0,0.0,2.0,0.0,3.0,3.0,11.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0
4381,7.0,3.0,4.0,1.0,1.0,4.0,4.0,11.0,4.0,3.0,3.0,0.0,1.0,4.0,2.0,4.0,4.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,7.0,2.0,1.0,0.0,2.0,4.0,3.0,8.0
4382,5.0,3.0,2.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,0.0,3.0,2.0,9.0,5.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,2.0,2.0,5.0,2.0,1.0,3.0,10.0
4383,5.0,3.0,4.0,2.0,2.0,2.0,3.0,10.0,3.0,1.0,0.0,0.0,2.0,0.0,7.0,4.0,4.0,1.0,0.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,4.0,2.0,4.0,3.0,7.0
4384,9.0,1.0,2.0,2.0,1.0,1.0,2.0,14.0,3.0,3.0,2.0,2.0,5.0,1.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,6.0,2.0,2.0,4.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,2.0,1.0,13.0
4385,3.0,2.0,2.0,3.0,5.0,0.0,1.0,6.0,0.0,2.0,4.0,4.0,0.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,0.0,6.0,3.0,2.0,1.0,2.0,4.0,5.0,8.0,2.0,0.0,1.0,1.0,2.0,2.0,11.0
4386,11.0,0.0,3.0,4.0,1.0,3.0,3.0,9.0,2.0,0.0,0.0,2.0,3.0,2.0,8.0,3.0,2.0,1.0,2.0,1.0,2.0,8.0,1.0,3.0,0.0,1.0,1.0,4.0,14.0,3.0,1.0,3.0,0.0,1.0,4.0,8.0
4387,14.0,2.0,6.0,1.0,4.0,2.0,1.0,13.0,4.0,5.0,3.0,4.0,0.0,2.0,5.0,1.0,2.0,4.0,3.0,0.0,2.0,8.0,1.0,2.0,6.0,3.0,0.0,1.0,6.0,1.0,3.0,2.0,0.0,3.0,6.0,10.0
4388,11.0,1.0,2.0,3.0,2.0,1.0,2.0,7.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,10.0,0.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,5.0,2.0,0.0,4.0,7.0
4389,7.0,3.0,1.0,3.0,1.0,3.0,0.0,8.0,0.0,3.0,3.0,3.0,1.0,1.0,11.0,2.0,3.0,1.0,2.0,2.0,1.0,6.0,2.0,4.0,2.0,1.0,2.0,2.0,7.0,2.0,3.0,5.0,1.0,1.0,2.0,11.0
4390,9.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,2.0,1.0,0.0,1.0,8.0,4.0,5.0,0.0,3.0,4.0,1.0,7.0,2.0,4.0,3.0,0.0,5.0,4.0,11.0,1.0,3.0,0.0,3.0,1.0,1.0,6.0
4391,4.0,0.0,2.0,2.0,3.0,4.0,3.0,7.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,0.0,3.0,3.0,1.0,8.0,2.0,0.0,3.0,4.0,3.0,2.0,12.0
4392,10.0,2.0,1.0,2.0,1.0,3.0,0.0,14.0,2.0,1.0,3.0,0.0,3.0,3.0,12.0,3.0,3.0,5.0,1.0,2.0,1.0,12.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,0.0,3.0,2.0,4.0,1.0,11.0
4393,11.0,6.0,3.0,2.0,2.0,2.0,0.0,7.0,0.0,2.0,4.0,5.0,2.0,1.0,6.0,2.0,2.0,1.0,0.0,3.0,6.0,8.0,1.0,1.0,3.0,2.0,0.0,6.0,8.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0
4394,8.0,3.0,2.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,3.0,12.0,1.0,1.0,3.0,4.0,6.0,4.0,5.0,2.0,1.0,3.0,0.0,2.0,3.0,6.0,1.0,1.0,2.0,0.0,0.0,3.0,6.0
4395,8.0,5.0,4.0,2.0,2.0,3.0,3.0,12.0,1.0,4.0,2.0,1.0,2.0,1.0,7.0,3.0,1.0,0.0,2.0,2.0,0.0,9.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0
4396,9.0,2.0,1.0,2.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,3.0,2.0,0.0,15.0,1.0,1.0,3.0,2.0,0.0,0.0,9.0,2.0,4.0,0.0,3.0,2.0,0.0,8.0,0.0,1.0,5.0,2.0,1.0,2.0,9.0
4397,8.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,9.0,2.0,1.0,2.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,12.0,0.0,1.0,2.0,1.0,4.0,3.0,16.0
4398,7.0,3.0,3.0,1.0,4.0,2.0,2.0,6.0,0.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,5.0,3.0,1.0,2.0,3.0,7.0,3.0,4.0,1.0,0.0,3.0,1.0,6.0,1.0,2.0,1.0,2.0,0.0,1.0,16.0
4399,7.0,2.0,1.0,1.0,2.0,2.0,2.0,10.0,1.0,1.0,3.0,3.0,2.0,2.0,9.0,3.0,1.0,3.0,0.0,3.0,1.0,7.0,3.0,2.0,1.0,2.0,3.0,3.0,6.0,6.0,2.0,2.0,1.0,0.0,2.0,5.0
4400,10.0,1.0,0.0,0.0,1.0,2.0,1.0,10.0,2.0,1.0,3.0,3.0,1.0,0.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0,7.0,3.0,1.0,5.0,2.0,2.0,1.0,6.0,3.0,3.0,0.0,3.0,6.0,1.0,6.0
4401,9.0,3.0,2.0,2.0,3.0,2.0,1.0,9.0,1.0,1.0,1.0,4.0,7.0,2.0,10.0,2.0,1.0,6.0,4.0,7.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,11.0,2.0,1.0,3.0,0.0,3.0,4.0,9.0
4402,13.0,1.0,1.0,2.0,2.0,1.0,3.0,13.0,2.0,3.0,3.0,1.0,2.0,3.0,8.0,0.0,2.0,1.0,3.0,2.0,1.0,5.0,5.0,0.0,1.0,0.0,2.0,4.0,9.0,4.0,2.0,0.0,3.0,3.0,1.0,3.0
4403,8.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,8.0,1.0,1.0,4.0,1.0,2.0,3.0,13.0,4.0,5.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,1.0,1.0,2.0,6.0
4404,10.0,1.0,1.0,3.0,4.0,3.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0,2.0,2.0,2.0,8.0,1.0,2.0,2.0,5.0,1.0,2.0,13.0,2.0,2.0,1.0,5.0,0.0,2.0,12.0
4405,15.0,2.0,2.0,1.0,2.0,2.0,5.0,7.0,4.0,1.0,4.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,7.0
4406,9.0,5.0,3.0,3.0,3.0,3.0,0.0,7.0,1.0,6.0,4.0,1.0,3.0,2.0,8.0,2.0,3.0,3.0,0.0,0.0,3.0,8.0,3.0,3.0,4.0,0.0,6.0,4.0,7.0,1.0,3.0,2.0,2.0,0.0,1.0,7.0
4407,16.0,2.0,3.0,5.0,2.0,1.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,12.0,3.0,2.0,0.0,1.0,2.0,2.0,7.0,3.0,2.0,1.0,3.0,1.0,0.0,7.0
4408,11.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,6.0,6.0,1.0,4.0,5.0,4.0,1.0,2.0,3.0,1.0,2.0,8.0,1.0,1.0,4.0,4.0,3.0,2.0,9.0,2.0,1.0,2.0,4.0,3.0,4.0,6.0
4409,8.0,2.0,4.0,2.0,2.0,7.0,4.0,11.0,3.0,1.0,1.0,2.0,1.0,3.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,3.0,1.0,4.0,1.0,0.0,5.0
4410,5.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,3.0,0.0,1.0,15.0,3.0,2.0,0.0,4.0,4.0,3.0,9.0,2.0,4.0,0.0,5.0,1.0,2.0,8.0,2.0,1.0,2.0,1.0,0.0,3.0,5.0
4411,13.0,2.0,2.0,1.0,3.0,1.0,2.0,12.0,0.0,3.0,1.0,1.0,2.0,3.0,8.0,0.0,3.0,2.0,5.0,1.0,0.0,5.0,2.0,0.0,3.0,4.0,1.0,4.0,10.0,3.0,2.0,3.0,3.0,1.0,1.0,6.0
4412,7.0,2.0,3.0,2.0,1.0,1.0,0.0,8.0,3.0,1.0,2.0,2.0,0.0,1.0,11.0,0.0,3.0,5.0,3.0,3.0,1.0,4.0,1.0,2.0,5.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,2.0,5.0,10.0
4413,8.0,2.0,0.0,1.0,0.0,3.0,3.0,6.0,1.0,2.0,0.0,0.0,4.0,2.0,8.0,0.0,2.0,1.0,3.0,1.0,4.0,5.0,2.0,1.0,2.0,6.0,4.0,1.0,16.0,2.0,0.0,3.0,8.0,2.0,0.0,5.0
4414,8.0,0.0,1.0,2.0,0.0,3.0,4.0,6.0,1.0,0.0,0.0,4.0,2.0,1.0,9.0,3.0,1.0,3.0,2.0,2.0,0.0,16.0,0.0,3.0,5.0,1.0,0.0,8.0,8.0,4.0,3.0,0.0,0.0,3.0,1.0,12.0
4415,4.0,2.0,1.0,4.0,2.0,1.0,7.0,13.0,0.0,1.0,2.0,2.0,0.0,3.0,9.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0,1.0,5.0,3.0,5.0,2.0,0.0,6.0
4416,3.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,5.0,2.0,3.0,3.0,9.0,2.0,3.0,3.0,0.0,2.0,4.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0
4417,11.0,2.0,2.0,1.0,2.0,4.0,2.0,15.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,4.0,1.0,4.0,2.0,2.0,5.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,8.0,2.0,0.0,4.0,2.0,4.0,1.0,8.0
4418,5.0,2.0,4.0,2.0,3.0,1.0,3.0,8.0,1.0,3.0,2.0,1.0,3.0,2.0,9.0,0.0,0.0,1.0,5.0,2.0,1.0,9.0,1.0,4.0,3.0,1.0,1.0,2.0,7.0,2.0,4.0,0.0,1.0,2.0,2.0,3.0
4419,14.0,2.0,0.0,4.0,3.0,1.0,1.0,13.0,2.0,3.0,2.0,1.0,2.0,3.0,10.0,3.0,5.0,4.0,2.0,0.0,0.0,9.0,2.0,2.0,0.0,5.0,3.0,2.0,8.0,3.0,1.0,2.0,0.0,4.0,4.0,9.0
4420,5.0,1.0,2.0,2.0,3.0,4.0,1.0,5.0,0.0,2.0,1.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,2.0,4.0,0.0,14.0,1.0,0.0,1.0,3.0,1.0,0.0,7.0,2.0,2.0,1.0,2.0,6.0,0.0,10.0
4421,6.0,0.0,5.0,5.0,3.0,2.0,6.0,10.0,0.0,3.0,1.0,4.0,1.0,0.0,6.0,3.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,1.0,3.0,4.0,0.0,3.0,2.0,8.0
4422,8.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,3.0,1.0,3.0,2.0,3.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,4.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0
4423,5.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,2.0,3.0,2.0,0.0,3.0,3.0,12.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,2.0,4.0,14.0
4424,9.0,3.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,7.0,4.0,1.0,0.0,4.0,2.0,3.0,8.0,2.0,0.0,1.0,3.0,2.0,1.0,8.0,4.0,1.0,0.0,2.0,3.0,1.0,6.0
4425,6.0,1.0,2.0,3.0,2.0,5.0,2.0,8.0,1.0,3.0,5.0,2.0,1.0,3.0,14.0,1.0,2.0,0.0,1.0,1.0,2.0,9.0,4.0,2.0,3.0,1.0,5.0,1.0,7.0,3.0,2.0,3.0,1.0,0.0,3.0,9.0
4426,6.0,3.0,3.0,2.0,6.0,3.0,2.0,12.0,3.0,3.0,2.0,2.0,3.0,5.0,9.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,0.0,5.0,3.0,4.0,4.0,2.0,1.0,0.0,8.0
4427,13.0,2.0,2.0,0.0,6.0,2.0,3.0,10.0,1.0,3.0,1.0,0.0,2.0,3.0,6.0,0.0,3.0,2.0,3.0,1.0,2.0,11.0,3.0,5.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,2.0,2.0,0.0,10.0
4428,4.0,1.0,0.0,3.0,2.0,3.0,0.0,12.0,4.0,2.0,1.0,2.0,5.0,1.0,7.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,0.0,1.0,2.0,0.0,7.0,2.0,3.0,1.0,5.0,0.0,1.0,9.0
4429,10.0,3.0,2.0,1.0,3.0,2.0,0.0,7.0,3.0,1.0,1.0,3.0,0.0,1.0,9.0,2.0,3.0,0.0,4.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,11.0,4.0,3.0,1.0,4.0,0.0,2.0,4.0
4430,7.0,2.0,1.0,2.0,2.0,3.0,1.0,9.0,1.0,2.0,4.0,5.0,3.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,3.0,11.0,0.0,4.0,3.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,10.0
4431,14.0,2.0,0.0,2.0,4.0,2.0,1.0,12.0,1.0,6.0,0.0,2.0,2.0,1.0,10.0,3.0,2.0,3.0,1.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,5.0,6.0,6.0,3.0,2.0,0.0,3.0,0.0,0.0,8.0
4432,7.0,2.0,7.0,4.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,8.0,3.0,2.0,2.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,2.0,0.0,10.0
4433,5.0,2.0,1.0,1.0,2.0,3.0,4.0,14.0,2.0,1.0,2.0,2.0,3.0,1.0,8.0,2.0,1.0,1.0,2.0,3.0,1.0,10.0,1.0,2.0,0.0,2.0,2.0,4.0,6.0,0.0,2.0,3.0,4.0,3.0,3.0,4.0
4434,7.0,1.0,2.0,3.0,4.0,1.0,0.0,8.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,12.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,5.0,7.0
4435,7.0,0.0,0.0,2.0,0.0,0.0,5.0,8.0,1.0,1.0,1.0,2.0,2.0,3.0,9.0,2.0,0.0,0.0,4.0,2.0,3.0,11.0,3.0,1.0,3.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,1.0,4.0,2.0,4.0
4436,9.0,2.0,2.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,3.0,1.0,2.0,8.0,1.0,4.0,2.0,0.0,0.0,2.0,8.0,3.0,3.0,0.0,3.0,1.0,2.0,6.0,0.0,4.0,2.0,1.0,2.0,1.0,9.0
4437,10.0,2.0,2.0,5.0,5.0,1.0,5.0,8.0,3.0,3.0,3.0,2.0,3.0,2.0,15.0,4.0,2.0,1.0,6.0,0.0,1.0,7.0,4.0,1.0,4.0,1.0,0.0,3.0,7.0,1.0,1.0,3.0,0.0,3.0,4.0,11.0
4438,8.0,4.0,1.0,1.0,3.0,4.0,5.0,11.0,3.0,3.0,1.0,2.0,3.0,1.0,12.0,1.0,0.0,2.0,1.0,5.0,3.0,6.0,1.0,3.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,2.0,1.0,3.0,4.0,6.0
4439,7.0,3.0,1.0,2.0,3.0,3.0,2.0,6.0,2.0,3.0,0.0,4.0,3.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,2.0,8.0,1.0,4.0,3.0,4.0,3.0,0.0,8.0
4440,11.0,1.0,3.0,1.0,1.0,0.0,1.0,8.0,1.0,4.0,1.0,3.0,4.0,2.0,13.0,1.0,4.0,1.0,2.0,3.0,3.0,10.0,3.0,0.0,8.0,0.0,2.0,1.0,6.0,3.0,1.0,1.0,0.0,4.0,2.0,6.0
4441,16.0,4.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,2.0,1.0,6.0,1.0,6.0,4.0,2.0,0.0,3.0,2.0,1.0,7.0,1.0,4.0,1.0,3.0,3.0,1.0,9.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0
4442,9.0,2.0,4.0,0.0,6.0,3.0,5.0,13.0,0.0,2.0,2.0,2.0,1.0,3.0,11.0,1.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,14.0,4.0,1.0,0.0,1.0,4.0,3.0,4.0
4443,9.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,5.0,2.0,1.0,2.0,1.0,9.0,0.0,1.0,3.0,3.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,0.0,3.0,12.0
4444,5.0,2.0,0.0,3.0,1.0,4.0,4.0,6.0,2.0,1.0,2.0,0.0,3.0,2.0,14.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,3.0,4.0,4.0,3.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0
4445,3.0,2.0,2.0,4.0,1.0,0.0,2.0,7.0,2.0,4.0,0.0,1.0,3.0,3.0,7.0,3.0,3.0,3.0,2.0,1.0,1.0,12.0,3.0,0.0,3.0,2.0,1.0,2.0,7.0,0.0,3.0,3.0,3.0,0.0,3.0,6.0
4446,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,8.0,1.0,3.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,2.0,0.0,2.0,2.0,2.0,0.0,12.0
4447,4.0,5.0,2.0,1.0,2.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,1.0,2.0,11.0,2.0,2.0,4.0,1.0,0.0,1.0,8.0,2.0,2.0,1.0,3.0,3.0,1.0,7.0,2.0,4.0,0.0,0.0,7.0,0.0,8.0
4448,10.0,1.0,3.0,3.0,2.0,2.0,1.0,7.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,5.0,4.0,10.0,0.0,1.0,4.0,0.0,1.0,0.0,9.0,4.0,2.0,3.0,2.0,4.0,0.0,5.0
4449,6.0,3.0,2.0,0.0,4.0,0.0,5.0,13.0,1.0,2.0,0.0,1.0,0.0,2.0,7.0,3.0,0.0,2.0,0.0,2.0,2.0,12.0,2.0,1.0,4.0,2.0,1.0,4.0,12.0,3.0,6.0,0.0,3.0,1.0,1.0,10.0
4450,10.0,2.0,2.0,3.0,2.0,2.0,0.0,5.0,1.0,6.0,5.0,0.0,3.0,2.0,6.0,4.0,2.0,2.0,4.0,1.0,2.0,7.0,5.0,3.0,6.0,6.0,2.0,2.0,5.0,3.0,0.0,1.0,1.0,3.0,2.0,8.0
4451,6.0,5.0,0.0,4.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,3.0,3.0,1.0,15.0,4.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,3.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0,4.0,7.0
4452,6.0,1.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,1.0,4.0,0.0,3.0,2.0,5.0,1.0,3.0,1.0,0.0,3.0,0.0,7.0,5.0,4.0,1.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,7.0,0.0,1.0,6.0
4453,8.0,0.0,2.0,2.0,1.0,2.0,2.0,8.0,1.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,3.0,1.0,0.0,3.0,6.0,1.0,1.0,2.0,4.0,0.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,2.0,5.0
4454,12.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,9.0,3.0,1.0,3.0,0.0,2.0,4.0,8.0,1.0,0.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0
4455,8.0,5.0,2.0,1.0,1.0,2.0,0.0,11.0,1.0,1.0,0.0,1.0,2.0,3.0,8.0,0.0,2.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,1.0,4.0,0.0,1.0,9.0,1.0,4.0,3.0,2.0,1.0,1.0,7.0
4456,11.0,1.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,3.0,3.0,3.0,1.0,9.0,3.0,0.0,4.0,0.0,2.0,1.0,14.0,3.0,3.0,5.0,2.0,2.0,2.0,9.0,4.0,2.0,2.0,2.0,3.0,0.0,7.0
4457,3.0,1.0,1.0,1.0,4.0,1.0,3.0,9.0,1.0,2.0,1.0,0.0,8.0,0.0,8.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,2.0,12.0,1.0,3.0,5.0,4.0,4.0,3.0,13.0
4458,7.0,0.0,4.0,1.0,1.0,1.0,4.0,8.0,3.0,2.0,5.0,4.0,1.0,2.0,6.0,1.0,3.0,2.0,2.0,0.0,7.0,11.0,1.0,3.0,1.0,3.0,1.0,1.0,8.0,2.0,3.0,0.0,0.0,3.0,2.0,14.0
4459,6.0,0.0,2.0,3.0,5.0,1.0,2.0,7.0,1.0,3.0,1.0,2.0,3.0,3.0,7.0,2.0,3.0,1.0,4.0,3.0,1.0,6.0,0.0,4.0,1.0,2.0,2.0,2.0,16.0,0.0,1.0,2.0,0.0,3.0,3.0,13.0
4460,5.0,3.0,2.0,2.0,3.0,5.0,2.0,13.0,2.0,3.0,1.0,3.0,1.0,0.0,10.0,3.0,4.0,0.0,3.0,3.0,1.0,9.0,2.0,3.0,1.0,0.0,3.0,1.0,9.0,1.0,1.0,0.0,3.0,4.0,1.0,8.0
4461,11.0,1.0,1.0,1.0,4.0,5.0,1.0,7.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,0.0,0.0,3.0,2.0,5.0,1.0,8.0,0.0,4.0,3.0,1.0,6.0,2.0,13.0,3.0,3.0,3.0,6.0,0.0,4.0,10.0
4462,5.0,2.0,2.0,1.0,6.0,2.0,3.0,12.0,4.0,0.0,2.0,2.0,3.0,2.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,15.0,3.0,2.0,2.0,1.0,2.0,3.0,15.0,2.0,1.0,3.0,0.0,0.0,4.0,8.0
4463,9.0,1.0,1.0,1.0,4.0,2.0,1.0,9.0,1.0,3.0,4.0,3.0,3.0,1.0,15.0,3.0,4.0,2.0,0.0,0.0,2.0,7.0,2.0,2.0,2.0,1.0,6.0,3.0,7.0,4.0,4.0,3.0,4.0,0.0,2.0,13.0
4464,4.0,3.0,5.0,1.0,0.0,5.0,2.0,6.0,3.0,0.0,3.0,1.0,2.0,3.0,12.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,3.0,2.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,6.0
4465,8.0,2.0,4.0,3.0,3.0,1.0,2.0,10.0,0.0,3.0,0.0,2.0,2.0,3.0,11.0,1.0,1.0,1.0,4.0,2.0,2.0,8.0,0.0,1.0,4.0,1.0,2.0,1.0,6.0,5.0,1.0,2.0,3.0,1.0,4.0,10.0
4466,3.0,1.0,2.0,4.0,1.0,3.0,2.0,7.0,2.0,3.0,6.0,1.0,2.0,2.0,6.0,1.0,4.0,6.0,0.0,1.0,3.0,7.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,4.0,4.0,3.0,2.0,4.0,3.0,6.0
4467,7.0,2.0,0.0,3.0,0.0,3.0,2.0,9.0,1.0,4.0,3.0,2.0,3.0,4.0,7.0,1.0,4.0,3.0,1.0,2.0,3.0,8.0,3.0,3.0,2.0,4.0,3.0,2.0,8.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0
